#processed=recalibrated
#recalibration_method=auto
#sample=pure water, later delay time (synthetic example)
m/z,intensity
23.054127,0.0083716
23.059713,0.0079296
23.065300,0.0088147
23.070888,0.0081975
23.076476,0.0081344
23.082065,0.0073012
23.087654,0.0091367
23.093245,0.0084023
23.098836,0.0090383
23.104428,0.0087668
23.110020,0.0094710
23.115613,0.0096208
23.121207,0.0083737
23.126801,0.0080971
23.132397,0.0086437
23.137993,0.0098589
23.143589,0.0081943
23.149187,0.0083056
23.154785,0.0085680
23.160383,0.0081139
23.165983,0.0095445
23.171583,0.0092484
23.177184,0.0091070
23.182785,0.0083348
23.188388,0.0078374
23.193990,0.0089561
23.199594,0.0080004
23.205198,0.0094358
23.210804,0.0082848
23.216409,0.0077076
23.222016,0.0089023
23.227623,0.0085209
23.233231,0.0084938
23.238839,0.0077900
23.244449,0.0079243
23.250059,0.0081450
23.255669,0.0088884
23.261281,0.0092924
23.266893,0.0082421
23.272506,0.0084256
23.278119,0.0090580
23.283733,0.0078947
23.289348,0.0080019
23.294964,0.0090404
23.300580,0.0083973
23.306197,0.0088328
23.311815,0.0091781
23.317433,0.0087134
23.323052,0.0090381
23.328672,0.0080777
23.334293,0.0084637
23.339914,0.0076068
23.345536,0.0086559
23.351158,0.0082794
23.356782,0.0086402
23.362406,0.0080842
23.368030,0.0101383
23.373656,0.0078062
23.379282,0.0088428
23.384909,0.0080152
23.390536,0.0083183
23.396164,0.0098874
23.401793,0.0088651
23.407423,0.0096366
23.413053,0.0100633
23.418684,0.0095365
23.424316,0.0094320
23.429949,0.0097585
23.435582,0.0081349
23.441216,0.0093470
23.446850,0.0095541
23.452486,0.0083940
23.458121,0.0083930
23.463758,0.0089706
23.469396,0.0078911
23.475034,0.0075748
23.480672,0.0077647
23.486312,0.0089004
23.491952,0.0082033
23.497593,0.0085089
23.503234,0.0087305
23.508877,0.0093809
23.514520,0.0093551
23.520163,0.0096974
23.525808,0.0078014
23.531453,0.0089876
23.537099,0.0090993
23.542745,0.0076383
23.548392,0.0075475
23.554040,0.0079447
23.559689,0.0076990
23.565338,0.0088757
23.570988,0.0086723
23.576639,0.0088144
23.582290,0.0094882
23.587942,0.0086333
23.593595,0.0077475
23.599249,0.0087400
23.604903,0.0083822
23.610558,0.0087618
23.616214,0.0082361
23.621870,0.0084167
23.627527,0.0086563
23.633185,0.0087698
23.638843,0.0082613
23.644502,0.0089248
23.650162,0.0077990
23.655823,0.0081959
23.661484,0.0077806
23.667146,0.0090549
23.672809,0.0088512
23.678472,0.0085038
23.684136,0.0076805
23.689801,0.0081967
23.695466,0.0084223
23.701132,0.0082224
23.706799,0.0092705
23.712467,0.0081256
23.718135,0.0086038
23.723804,0.0087348
23.729474,0.0085985
23.735144,0.0076650
23.740815,0.0083055
23.746487,0.0090324
23.752159,0.0086270
23.757833,0.0079652
23.763507,0.0076867
23.769181,0.0087590
23.774856,0.0083693
23.780532,0.0078767
23.786209,0.0091192
23.791887,0.0083535
23.797565,0.0087295
23.803244,0.0089421
23.808923,0.0086901
23.814603,0.0086063
23.820284,0.0093389
23.825966,0.0086652
23.831648,0.0073619
23.837331,0.0081305
23.843015,0.0087070
23.848699,0.0092885
23.854384,0.0071407
23.860070,0.0086119
23.865757,0.0095714
23.871444,0.0087602
23.877132,0.0081646
23.882821,0.0077786
23.888510,0.0082617
23.894200,0.0088547
23.899891,0.0090054
23.905582,0.0092913
23.911274,0.0074983
23.916967,0.0080899
23.922661,0.0083094
23.928355,0.0084418
23.934050,0.0080811
23.939746,0.0076074
23.945442,0.0076068
23.951139,0.0088891
23.956837,0.0098929
23.962535,0.0089760
23.968235,0.0091673
23.973934,0.0087747
23.979635,0.0080869
23.985336,0.0081404
23.991038,0.0090648
23.996741,0.0088846
24.002444,0.0079859
24.008148,0.0091812
24.013853,0.0083752
24.019559,0.0081803
24.025265,0.0086771
24.030972,0.0101643
24.036680,0.0077021
24.042388,0.0085573
24.048097,0.0086986
24.053807,0.0080930
24.059517,0.0084580
24.065228,0.0081026
24.070940,0.0087408
24.076652,0.0076910
24.082366,0.0078867
24.088080,0.0087372
24.093794,0.0089487
24.099510,0.0076838
24.105226,0.0083666
24.110942,0.0085940
24.116660,0.0084584
24.122378,0.0095144
24.128097,0.0096940
24.133816,0.0091800
24.139537,0.0086391
24.145258,0.0078621
24.150979,0.0082972
24.156702,0.0085916
24.162425,0.0080674
24.168148,0.0082929
24.173873,0.0090319
24.179598,0.0082537
24.185324,0.0091351
24.191050,0.0093697
24.196778,0.0090364
24.202506,0.0079513
24.208234,0.0100154
24.213964,0.0099412
24.219694,0.0085950
24.225425,0.0071577
24.231156,0.0080750
24.236888,0.0085223
24.242621,0.0085971
24.248355,0.0104207
24.254089,0.0081275
24.259824,0.0086127
24.265560,0.0083537
24.271296,0.0078802
24.277033,0.0090076
24.282771,0.0085393
24.288510,0.0082133
24.294249,0.0076977
24.299989,0.0079363
24.305729,0.0083035
24.311471,0.0080653
24.317213,0.0081592
24.322956,0.0095101
24.328699,0.0089882
24.334443,0.0081424
24.340188,0.0086047
24.345933,0.0086791
24.351680,0.0091124
24.357427,0.0087142
24.363174,0.0092607
24.368923,0.0089034
24.374672,0.0086562
24.380421,0.0088101
24.386172,0.0075291
24.391923,0.0084933
24.397675,0.0094326
24.403427,0.0094212
24.409181,0.0075647
24.414935,0.0097375
24.420689,0.0076620
24.426445,0.0081680
24.432201,0.0092702
24.437958,0.0091078
24.443715,0.0083596
24.449473,0.0090714
24.455232,0.0089718
24.460992,0.0086118
24.466752,0.0078013
24.472513,0.0080160
24.478275,0.0083705
24.484037,0.0083231
24.489800,0.0087927
24.495564,0.0079365
24.501328,0.0086163
24.507094,0.0087590
24.512860,0.0082264
24.518626,0.0080058
24.524394,0.0084762
24.530162,0.0091025
24.535930,0.0094616
24.541700,0.0088730
24.547470,0.0084847
24.553241,0.0077700
24.559012,0.0084422
24.564784,0.0091432
24.570557,0.0091200
24.576331,0.0077293
24.582105,0.0090160
24.587880,0.0086804
24.593656,0.0082065
24.599433,0.0076577
24.605210,0.0088790
24.610988,0.0082135
24.616766,0.0085353
24.622545,0.0096068
24.628325,0.0082744
24.634106,0.0081100
24.639887,0.0085590
24.645669,0.0091227
24.651452,0.0081380
24.657236,0.0088215
24.663020,0.0090512
24.668805,0.0094334
24.674590,0.0072415
24.680376,0.0087962
24.686163,0.0089081
24.691951,0.0073692
24.697740,0.0082871
24.703529,0.0078387
24.709318,0.0087205
24.715109,0.0090840
24.720900,0.0089078
24.726692,0.0089430
24.732485,0.0078196
24.738278,0.0085128
24.744072,0.0091384
24.749867,0.0070000
24.755662,0.0080162
24.761458,0.0090934
24.767255,0.0091986
24.773052,0.0078345
24.778851,0.0094914
24.784650,0.0085909
24.790449,0.0084669
24.796250,0.0093823
24.802051,0.0083560
24.807852,0.0083916
24.813655,0.0080946
24.819458,0.0076831
24.825262,0.0082248
24.831066,0.0089482
24.836871,0.0091660
24.842677,0.0092385
24.848484,0.0087831
24.854291,0.0099148
24.860099,0.0091400
24.865908,0.0085182
24.871718,0.0078302
24.877528,0.0089459
24.883339,0.0093190
24.889150,0.0082366
24.894963,0.0094585
24.900776,0.0093497
24.906589,0.0086374
24.912404,0.0080896
24.918219,0.0106458
24.924034,0.0103619
24.929851,0.0110545
24.935668,0.0112635
24.941486,0.0111788
24.947305,0.0103032
24.953124,0.0099099
24.958944,0.0098305
24.964765,0.0105222
24.970586,0.0102202
24.976408,0.0090826
24.982231,0.0086924
24.988054,0.0088270
24.993879,0.0091615
24.999703,0.0093386
25.005529,0.0084403
25.011355,0.0084683
25.017182,0.0082883
25.023010,0.0087723
25.028839,0.0093540
25.034668,0.0093536
25.040497,0.0084287
25.046328,0.0085000
25.052159,0.0084956
25.057991,0.0088947
25.063824,0.0096805
25.069657,0.0081511
25.075491,0.0080589
25.081326,0.0080525
25.087161,0.0085265
25.092998,0.0092076
25.098834,0.0092501
25.104672,0.0085655
25.110510,0.0086630
25.116349,0.0090284
25.122189,0.0091296
25.128029,0.0085331
25.133870,0.0084804
25.139712,0.0082134
25.145554,0.0088414
25.151398,0.0082660
25.157242,0.0081469
25.163086,0.0088819
25.168931,0.0091513
25.174777,0.0098575
25.180624,0.0087416
25.186471,0.0079434
25.192319,0.0089090
25.198168,0.0081633
25.204018,0.0082818
25.209868,0.0081209
25.215719,0.0091077
25.221570,0.0075766
25.227423,0.0085844
25.233276,0.0091164
25.239129,0.0083400
25.244984,0.0072877
25.250839,0.0076908
25.256695,0.0093281
25.262551,0.0087211
25.268409,0.0088121
25.274266,0.0091350
25.280125,0.0076389
25.285984,0.0091952
25.291844,0.0092576
25.297705,0.0092238
25.303567,0.0088519
25.309429,0.0078021
25.315292,0.0095548
25.321155,0.0090709
25.327019,0.0087827
25.332884,0.0081416
25.338750,0.0082632
25.344616,0.0075373
25.350483,0.0085804
25.356351,0.0087269
25.362220,0.0077373
25.368089,0.0088572
25.373959,0.0090526
25.379829,0.0072841
25.385700,0.0097695
25.391572,0.0090014
25.397445,0.0077819
25.403318,0.0092725
25.409193,0.0086447
25.415067,0.0080262
25.420943,0.0090415
25.426819,0.0082262
25.432696,0.0078770
25.438573,0.0084974
25.444452,0.0082498
25.450331,0.0077891
25.456210,0.0087722
25.462091,0.0079069
25.467972,0.0078283
25.473854,0.0086982
25.479736,0.0079885
25.485619,0.0081858
25.491503,0.0085912
25.497388,0.0092686
25.503273,0.0070000
25.509159,0.0083906
25.515046,0.0089979
25.520934,0.0092015
25.526822,0.0100721
25.532710,0.0078098
25.538600,0.0083062
25.544490,0.0085285
25.550381,0.0087289
25.556273,0.0095478
25.562165,0.0087196
25.568058,0.0086727
25.573952,0.0088166
25.579846,0.0092348
25.585742,0.0094756
25.591637,0.0081950
25.597534,0.0090543
25.603431,0.0078644
25.609329,0.0075700
25.615228,0.0089794
25.621127,0.0083837
25.627027,0.0079989
25.632928,0.0095527
25.638829,0.0082113
25.644732,0.0087940
25.650635,0.0092347
25.656538,0.0076999
25.662442,0.0088152
25.668347,0.0084589
25.674253,0.0085276
25.680159,0.0086673
25.686067,0.0090736
25.691974,0.0086371
25.697883,0.0089934
25.703792,0.0092597
25.709702,0.0084680
25.715613,0.0086464
25.721524,0.0079279
25.727436,0.0088058
25.733349,0.0085121
25.739262,0.0087360
25.745176,0.0093314
25.751091,0.0081342
25.757006,0.0082920
25.762923,0.0084505
25.768840,0.0076533
25.774757,0.0086074
25.780676,0.0092655
25.786595,0.0074551
25.792514,0.0077999
25.798435,0.0076145
25.804356,0.0082114
25.810278,0.0085396
25.816200,0.0081270
25.822123,0.0076434
25.828047,0.0084136
25.833972,0.0090551
25.839897,0.0082024
25.845823,0.0085032
25.851750,0.0080698
25.857678,0.0099609
25.863606,0.0071346
25.869535,0.0078276
25.875464,0.0086202
25.881395,0.0080529
25.887326,0.0085806
25.893257,0.0093554
25.899190,0.0115363
25.905123,0.0137627
25.911056,0.0172748
25.916991,0.0209557
25.922926,0.0287799
25.928862,0.0324156
25.934799,0.0384084
25.940736,0.0388672
25.946674,0.0375761
25.952613,0.0327853
25.958552,0.0269429
25.964492,0.0241703
25.970433,0.0181659
25.976374,0.0153434
25.982317,0.0127589
25.988260,0.0106936
25.994203,0.0094766
26.000147,0.0086365
26.006092,0.0088422
26.012038,0.0079803
26.017985,0.0082602
26.023932,0.0076829
26.029880,0.0086839
26.035828,0.0084890
26.041777,0.0087566
26.047727,0.0081474
26.053678,0.0087547
26.059629,0.0089081
26.065581,0.0089633
26.071534,0.0088492
26.077488,0.0082701
26.083442,0.0080046
26.089397,0.0080666
26.095352,0.0095209
26.101308,0.0085221
26.107265,0.0077279
26.113223,0.0077097
26.119181,0.0070000
26.125140,0.0087805
26.131100,0.0089182
26.137061,0.0079199
26.143022,0.0085581
26.148984,0.0085035
26.154946,0.0078310
26.160910,0.0088831
26.166874,0.0089827
26.172838,0.0076390
26.178804,0.0080439
26.184770,0.0098313
26.190736,0.0087419
26.196704,0.0087401
26.202672,0.0080549
26.208641,0.0085728
26.214611,0.0085153
26.220581,0.0074026
26.226552,0.0078292
26.232524,0.0081359
26.238496,0.0080413
26.244469,0.0079554
26.250443,0.0085731
26.256418,0.0085630
26.262393,0.0080997
26.268369,0.0078528
26.274345,0.0090346
26.280323,0.0078372
26.286301,0.0094203
26.292279,0.0093911
26.298259,0.0087356
26.304239,0.0089437
26.310220,0.0086415
26.316201,0.0092525
26.322184,0.0085996
26.328167,0.0093096
26.334150,0.0087839
26.340135,0.0096166
26.346120,0.0087853
26.352105,0.0086390
26.358092,0.0080697
26.364079,0.0086460
26.370067,0.0084840
26.376056,0.0095290
26.382045,0.0093805
26.388035,0.0082619
26.394025,0.0096053
26.400017,0.0077427
26.406009,0.0086206
26.412002,0.0080178
26.417995,0.0079999
26.423989,0.0093442
26.429984,0.0089813
26.435980,0.0089128
26.441976,0.0087497
26.447973,0.0094075
26.453971,0.0079126
26.459969,0.0087930
26.465968,0.0084016
26.471968,0.0082068
26.477969,0.0078805
26.483970,0.0086098
26.489972,0.0083943
26.495974,0.0079422
26.501978,0.0082881
26.507982,0.0080497
26.513986,0.0082742
26.519992,0.0086919
26.525998,0.0091402
26.532005,0.0087873
26.538012,0.0080955
26.544021,0.0080870
26.550030,0.0079944
26.556039,0.0082029
26.562050,0.0078450
26.568061,0.0091494
26.574072,0.0082747
26.580085,0.0090088
26.586098,0.0092186
26.592112,0.0092334
26.598126,0.0092727
26.604142,0.0081564
26.610158,0.0089540
26.616174,0.0073295
26.622192,0.0086625
26.628210,0.0071905
26.634228,0.0090770
26.640248,0.0080950
26.646268,0.0087581
26.652289,0.0098750
26.658311,0.0077548
26.664333,0.0085553
26.670356,0.0082976
26.676379,0.0081902
26.682404,0.0081504
26.688429,0.0078136
26.694455,0.0076625
26.700481,0.0083323
26.706508,0.0091721
26.712536,0.0089615
26.718565,0.0092502
26.724594,0.0075352
26.730624,0.0076718
26.736655,0.0076786
26.742686,0.0083604
26.748719,0.0101465
26.754751,0.0091376
26.760785,0.0080987
26.766819,0.0086623
26.772854,0.0087953
26.778890,0.0071659
26.784926,0.0074447
26.790963,0.0091114
26.797001,0.0087231
26.803039,0.0080468
26.809078,0.0087281
26.815118,0.0076614
26.821159,0.0088615
26.827200,0.0087663
26.833242,0.0081830
26.839285,0.0083453
26.845328,0.0084319
26.851372,0.0076655
26.857417,0.0088128
26.863462,0.0081338
26.869508,0.0086263
26.875555,0.0080814
26.881603,0.0081007
26.887651,0.0081936
26.893700,0.0093440
26.899750,0.0087763
26.905800,0.0079518
26.911851,0.0082907
26.917903,0.0076875
26.923956,0.0094391
26.930009,0.0084477
26.936063,0.0082795
26.942117,0.0084552
26.948172,0.0085916
26.954228,0.0070000
26.960285,0.0085783
26.966343,0.0090280
26.972401,0.0099121
26.978459,0.0097869
26.984519,0.0091136
26.990579,0.0080480
26.996640,0.0083680
27.002702,0.0087359
27.008764,0.0082907
27.014827,0.0090396
27.020891,0.0088330
27.026955,0.0072452
27.033020,0.0088315
27.039086,0.0089972
27.045153,0.0085925
27.051220,0.0079760
27.057288,0.0086308
27.063357,0.0079187
27.069426,0.0080616
27.075496,0.0081669
27.081567,0.0075441
27.087638,0.0077273
27.093710,0.0078364
27.099783,0.0086387
27.105857,0.0085381
27.111931,0.0088728
27.118006,0.0080839
27.124082,0.0091423
27.130158,0.0081362
27.136235,0.0095549
27.142313,0.0081789
27.148391,0.0092847
27.154470,0.0070000
27.160550,0.0081938
27.166631,0.0087203
27.172712,0.0081981
27.178794,0.0084240
27.184877,0.0090050
27.190960,0.0091832
27.197044,0.0078867
27.203129,0.0078833
27.209215,0.0088037
27.215301,0.0080981
27.221388,0.0087161
27.227475,0.0086286
27.233564,0.0087916
27.239653,0.0086835
27.245742,0.0078250
27.251833,0.0089669
27.257924,0.0079302
27.264016,0.0078509
27.270108,0.0084922
27.276202,0.0086268
27.282296,0.0082686
27.288390,0.0099614
27.294485,0.0074727
27.300582,0.0078216
27.306678,0.0071629
27.312776,0.0083921
27.318874,0.0088003
27.324973,0.0080970
27.331072,0.0076851
27.337172,0.0077441
27.343273,0.0090113
27.349375,0.0087652
27.355477,0.0085945
27.361580,0.0088288
27.367684,0.0080457
27.373789,0.0097282
27.379894,0.0078667
27.386000,0.0078478
27.392106,0.0096662
27.398214,0.0091149
27.404322,0.0086639
27.410430,0.0081947
27.416540,0.0092391
27.422650,0.0087146
27.428761,0.0074597
27.434872,0.0077874
27.440984,0.0084414
27.447097,0.0083585
27.453211,0.0074276
27.459325,0.0072514
27.465440,0.0082444
27.471556,0.0084288
27.477672,0.0090976
27.483789,0.0088216
27.489907,0.0083880
27.496026,0.0085173
27.502145,0.0085490
27.508265,0.0101767
27.514385,0.0082834
27.520507,0.0080951
27.526629,0.0087517
27.532751,0.0085474
27.538875,0.0085744
27.544999,0.0082100
27.551124,0.0079797
27.557249,0.0089343
27.563376,0.0087500
27.569502,0.0099076
27.575630,0.0085616
27.581758,0.0085050
27.587888,0.0080532
27.594017,0.0081281
27.600148,0.0085471
27.606279,0.0085011
27.612411,0.0085001
27.618543,0.0084308
27.624677,0.0087478
27.630811,0.0074998
27.636945,0.0081495
27.643081,0.0093200
27.649217,0.0092553
27.655353,0.0085122
27.661491,0.0091644
27.667629,0.0074170
27.673768,0.0082515
27.679908,0.0095497
27.686048,0.0078761
27.692189,0.0078032
27.698330,0.0081905
27.704473,0.0094386
27.710616,0.0089376
27.716760,0.0085165
27.722904,0.0073642
27.729049,0.0081480
27.735195,0.0081098
27.741342,0.0080075
27.747489,0.0088095
27.753637,0.0071310
27.759786,0.0070000
27.765935,0.0082668
27.772086,0.0100228
27.778236,0.0091053
27.784388,0.0088126
27.790540,0.0095226
27.796693,0.0082438
27.802847,0.0090507
27.809001,0.0084629
27.815156,0.0093505
27.821312,0.0081619
27.827468,0.0083750
27.833625,0.0082720
27.839783,0.0081196
27.845942,0.0083396
27.852101,0.0091816
27.858261,0.0089786
27.864422,0.0084339
27.870583,0.0079989
27.876745,0.0076231
27.882908,0.0080854
27.889071,0.0077444
27.895236,0.0089961
27.901400,0.0079948
27.907566,0.0083315
27.913732,0.0090986
27.919899,0.0087251
27.926067,0.0091613
27.932235,0.0080228
27.938404,0.0090760
27.944574,0.0090239
27.950745,0.0087914
27.956916,0.0102902
27.963088,0.0080159
27.969260,0.0075723
27.975434,0.0085249
27.981608,0.0090909
27.987782,0.0086518
27.993958,0.0074223
28.000134,0.0082098
28.006311,0.0092166
28.012488,0.0083983
28.018666,0.0084229
28.024845,0.0080631
28.031025,0.0087152
28.037205,0.0084095
28.043386,0.0086521
28.049568,0.0093013
28.055750,0.0085942
28.061934,0.0086591
28.068117,0.0078847
28.074302,0.0082021
28.080487,0.0092655
28.086673,0.0076303
28.092860,0.0095165
28.099047,0.0088229
28.105235,0.0080850
28.111424,0.0086268
28.117613,0.0097299
28.123804,0.0081637
28.129994,0.0084134
28.136186,0.0093585
28.142378,0.0076420
28.148571,0.0072125
28.154765,0.0078666
28.160959,0.0087215
28.167154,0.0091325
28.173350,0.0097560
28.179547,0.0083418
28.185744,0.0075349
28.191942,0.0080837
28.198140,0.0092999
28.204339,0.0082218
28.210539,0.0087859
28.216740,0.0085206
28.222942,0.0079249
28.229144,0.0087954
28.235346,0.0081417
28.241550,0.0078311
28.247754,0.0078981
28.253959,0.0084039
28.260165,0.0089732
28.266371,0.0099282
28.272578,0.0083524
28.278786,0.0080267
28.284994,0.0081660
28.291203,0.0087237
28.297413,0.0090927
28.303624,0.0081070
28.309835,0.0080735
28.316047,0.0083304
28.322259,0.0080316
28.328473,0.0073933
28.334687,0.0081015
28.340902,0.0083326
28.347117,0.0097471
28.353333,0.0090614
28.359550,0.0083940
28.365768,0.0077253
28.371986,0.0095246
28.378205,0.0085233
28.384424,0.0087472
28.390645,0.0078866
28.396866,0.0089318
28.403088,0.0083869
28.409310,0.0080113
28.415533,0.0087842
28.421757,0.0081028
28.427982,0.0080284
28.434207,0.0085614
28.440433,0.0086649
28.446660,0.0086230
28.452887,0.0089781
28.459115,0.0086262
28.465344,0.0083616
28.471573,0.0086411
28.477804,0.0085684
28.484034,0.0084691
28.490266,0.0087997
28.496498,0.0090161
28.502731,0.0088242
28.508965,0.0074813
28.515200,0.0078837
28.521435,0.0074226
28.527670,0.0091831
28.533907,0.0088589
28.540144,0.0087791
28.546382,0.0086363
28.552621,0.0080830
28.558860,0.0088266
28.565100,0.0081358
28.571341,0.0080337
28.577582,0.0085416
28.583824,0.0084954
28.590067,0.0079123
28.596311,0.0086538
28.602555,0.0079768
28.608800,0.0082950
28.615046,0.0076947
28.621292,0.0096923
28.627539,0.0085004
28.633787,0.0085644
28.640035,0.0091332
28.646284,0.0088264
28.652534,0.0090854
28.658785,0.0081782
28.665036,0.0073113
28.671288,0.0082194
28.677541,0.0089320
28.683794,0.0097284
28.690048,0.0093659
28.696303,0.0086487
28.702558,0.0076819
28.708815,0.0093094
28.715071,0.0089916
28.721329,0.0078780
28.727587,0.0085426
28.733846,0.0075852
28.740106,0.0086291
28.746366,0.0077191
28.752628,0.0085692
28.758889,0.0076266
28.765152,0.0078834
28.771415,0.0093542
28.777679,0.0084550
28.783944,0.0080466
28.790209,0.0083790
28.796475,0.0100331
28.802742,0.0089514
28.809009,0.0082040
28.815277,0.0083634
28.821546,0.0081690
28.827816,0.0081224
28.834086,0.0088958
28.840357,0.0075104
28.846628,0.0073894
28.852901,0.0078801
28.859174,0.0079588
28.865447,0.0084624
28.871722,0.0086581
28.877997,0.0083486
28.884273,0.0084801
28.890549,0.0094575
28.896827,0.0070592
28.903105,0.0085502
28.909383,0.0089168
28.915663,0.0096500
28.921943,0.0085807
28.928223,0.0082984
28.934505,0.0086931
28.940787,0.0084029
28.947070,0.0087578
28.953354,0.0086421
28.959638,0.0092121
28.965923,0.0087676
28.972209,0.0089224
28.978495,0.0078951
28.984782,0.0088697
28.991070,0.0091479
28.997358,0.0080314
29.003647,0.0078936
29.009937,0.0091463
29.016228,0.0080583
29.022519,0.0086720
29.028811,0.0086616
29.035104,0.0075086
29.041397,0.0076995
29.047692,0.0074963
29.053986,0.0081398
29.060282,0.0075998
29.066578,0.0085347
29.072875,0.0090932
29.079173,0.0082079
29.085471,0.0073663
29.091770,0.0086547
29.098070,0.0083393
29.104370,0.0083697
29.110671,0.0088760
29.116973,0.0083893
29.123276,0.0084161
29.129579,0.0082134
29.135883,0.0087826
29.142187,0.0085101
29.148493,0.0087231
29.154799,0.0087015
29.161106,0.0086128
29.167413,0.0077441
29.173721,0.0080715
29.180030,0.0078861
29.186340,0.0073437
29.192650,0.0089966
29.198961,0.0079526
29.205273,0.0078396
29.211585,0.0073858
29.217898,0.0074745
29.224212,0.0076923
29.230526,0.0099065
29.236842,0.0091116
29.243157,0.0082709
29.249474,0.0090712
29.255791,0.0080565
29.262109,0.0082542
29.268428,0.0080830
29.274747,0.0075096
29.281067,0.0086998
29.287388,0.0087344
29.293710,0.0078147
29.300032,0.0090800
29.306355,0.0075573
29.312679,0.0087304
29.319003,0.0096375
29.325328,0.0090664
29.331654,0.0087568
29.337980,0.0092076
29.344307,0.0084149
29.350635,0.0087923
29.356963,0.0089456
29.363293,0.0080995
29.369623,0.0075415
29.375953,0.0088286
29.382285,0.0081143
29.388617,0.0101409
29.394949,0.0084479
29.401283,0.0085312
29.407617,0.0095133
29.413952,0.0090592
29.420287,0.0086197
29.426624,0.0081000
29.432961,0.0086828
29.439298,0.0083541
29.445637,0.0095200
29.451976,0.0089356
29.458316,0.0081409
29.464656,0.0080182
29.470997,0.0088184
29.477339,0.0090957
29.483682,0.0095505
29.490025,0.0091874
29.496369,0.0079883
29.502714,0.0087410
29.509059,0.0083746
29.515405,0.0081323
29.521752,0.0092763
29.528099,0.0075714
29.534448,0.0089318
29.540796,0.0085290
29.547146,0.0081207
29.553496,0.0102567
29.559847,0.0098766
29.566199,0.0088050
29.572551,0.0086227
29.578905,0.0082445
29.585258,0.0082155
29.591613,0.0088899
29.597968,0.0077108
29.604324,0.0084677
29.610681,0.0086380
29.617038,0.0076358
29.623396,0.0078543
29.629755,0.0080565
29.636114,0.0084384
29.642474,0.0081001
29.648835,0.0086869
29.655197,0.0084052
29.661559,0.0088550
29.667922,0.0085206
29.674286,0.0084034
29.680650,0.0085517
29.687015,0.0090453
29.693381,0.0092665
29.699747,0.0088975
29.706114,0.0093741
29.712482,0.0096332
29.718851,0.0076632
29.725220,0.0080714
29.731590,0.0079462
29.737961,0.0072678
29.744332,0.0085877
29.750704,0.0079724
29.757077,0.0088212
29.763450,0.0088222
29.769825,0.0094797
29.776199,0.0082555
29.782575,0.0083865
29.788951,0.0090967
29.795328,0.0081798
29.801706,0.0073990
29.808084,0.0082243
29.814464,0.0097382
29.820843,0.0096306
29.827224,0.0084416
29.833605,0.0084950
29.839987,0.0081720
29.846370,0.0077205
29.852753,0.0080987
29.859137,0.0077672
29.865522,0.0083579
29.871907,0.0097103
29.878293,0.0083972
29.884680,0.0082488
29.891068,0.0079577
29.897456,0.0087329
29.903845,0.0097265
29.910234,0.0083244
29.916625,0.0081513
29.923016,0.0084105
29.929408,0.0076465
29.935800,0.0085330
29.942193,0.0084016
29.948587,0.0084265
29.954982,0.0075198
29.961377,0.0087619
29.967773,0.0087542
29.974169,0.0086984
29.980567,0.0089549
29.986965,0.0098099
29.993364,0.0109728
29.999763,0.0143502
30.006163,0.0180903
30.012564,0.0239412
30.018966,0.0313353
30.025368,0.0355123
30.031771,0.0381442
30.038175,0.0379847
30.044579,0.0358093
30.050984,0.0326898
30.057390,0.0276051
30.063796,0.0219664
30.070204,0.0186754
30.076612,0.0138903
30.083020,0.0122886
30.089429,0.0105795
30.095840,0.0101225
30.102250,0.0097416
30.108662,0.0083431
30.115074,0.0077700
30.121487,0.0076858
30.127900,0.0094157
30.134314,0.0080723
30.140729,0.0086164
30.147145,0.0084180
30.153561,0.0096932
30.159978,0.0079451
30.166396,0.0079254
30.172814,0.0076373
30.179234,0.0076984
30.185653,0.0097292
30.192074,0.0079695
30.198495,0.0085634
30.204917,0.0087299
30.211340,0.0086433
30.217763,0.0081033
30.224187,0.0079108
30.230612,0.0082064
30.237037,0.0075283
30.243464,0.0081647
30.249890,0.0080616
30.256318,0.0084615
30.262746,0.0080855
30.269175,0.0088388
30.275605,0.0092278
30.282035,0.0080963
30.288466,0.0084226
30.294898,0.0085860
30.301331,0.0082055
30.307764,0.0078387
30.314198,0.0091237
30.320632,0.0087779
30.327068,0.0090967
30.333504,0.0080755
30.339940,0.0077038
30.346378,0.0082525
30.352816,0.0087477
30.359255,0.0082339
30.365694,0.0082941
30.372134,0.0074937
30.378575,0.0082964
30.385017,0.0087283
30.391459,0.0089692
30.397902,0.0078129
30.404346,0.0090480
30.410790,0.0071198
30.417236,0.0093935
30.423681,0.0086263
30.430128,0.0098311
30.436575,0.0090025
30.443023,0.0077863
30.449472,0.0079521
30.455921,0.0084990
30.462371,0.0079868
30.468822,0.0074851
30.475273,0.0090428
30.481725,0.0099991
30.488178,0.0088135
30.494632,0.0073345
30.501086,0.0088188
30.507541,0.0091461
30.513997,0.0087639
30.520453,0.0083088
30.526910,0.0086202
30.533368,0.0082569
30.539826,0.0096682
30.546286,0.0081940
30.552745,0.0085139
30.559206,0.0091175
30.565667,0.0082913
30.572129,0.0085566
30.578592,0.0079445
30.585055,0.0085830
30.591519,0.0072071
30.597984,0.0086576
30.604450,0.0081966
30.610916,0.0084818
30.617383,0.0089909
30.623850,0.0079077
30.630319,0.0074747
30.636788,0.0098774
30.643258,0.0095273
30.649728,0.0088119
30.656199,0.0094296
30.662671,0.0087697
30.669143,0.0081453
30.675617,0.0087764
30.682091,0.0072670
30.688565,0.0081282
30.695041,0.0089346
